id,city_id,language,name
1254,416,ru,Манаус
1255,416,ka,მანაუსი
1256,417,original,Belém
1257,417,en,Belém
1258,417,es,Belén
1259,417,ru,Белен
1260,417,ka,ბელენი
1261,418,original,Rio de Janeiro
1262,418,en,Rio de Janeiro
1263,418,es,Río de Janeiro
1264,418,ru,Рио-де-Жанейро
1265,418,ka,რიო-დე-ჟანეირო
1266,419,original,Belo Horizonte
5934,1352,ru,мечеть
5935,1352,ka,მეჩეთი
3746,915,original,صنعاء
3747,915,en,Sana'a
1211,408,original,المنامة
1212,408,en,Manama
1213,408,es,Manama
1214,408,ru,Манама
1366,439,original,Brazzaville
1367,439,en,Brazzaville
1215,408,ka,მანამა
1216,409,original,Bujumbura
1267,419,en,Belo Horizonte
1268,419,es,Belo Horizonte
1269,419,ru,Белу-Оризонти
1270,419,ka,ბელუ-ორიზონტი
1276,421,original,Vitória
1277,421,en,Vitória
1278,421,es,Victoria
1279,421,ru,Витория
1280,421,ka,ვიტორია
1281,422,original,São Luís
1282,422,en,São Luís
1283,422,es,San Luis
1284,422,ru,Сан-Луис
1285,422,ka,სან-ლუისი
1286,423,original,Fortaleza
1287,423,en,Fortaleza
1288,423,es,Fortaleza
1289,423,ru,Форталеза
1290,423,ka,ფორტალეზა
1291,424,original,Nassau
1292,424,en,Nassau
1293,424,es,Nasáu
1294,424,ru,Нассау
1295,424,ka,ნასაუ
1296,425,original,ཐིམ་ཕུ
1297,425,en,Thimphu
1298,425,es,Timbu
1299,425,ru,Тхимпху
1300,425,ka,თიმფუ
1301,426,original,Gaborone
1302,426,en,Gaborone
1303,426,es,Gaborone
1304,426,ru,Габороне
1305,426,ka,გაბორონე
1306,427,original,Мінск
1307,427,en,Minsk
1308,427,es,Minsk
1309,427,ru,Минск
1310,427,ka,მინსკი
1311,428,original,Мазыр
1312,428,en,Mazyr
1313,428,es,Mazyr
1314,428,ru,Мозырь
1315,428,ka,მოზირი
1316,429,original,Гомель
1317,429,en,Homyel
1318,429,es,Gómel
1319,429,ru,Гомель
1320,429,ka,გომელი
1336,433,original,Belmopan
1337,433,en,Belmopan
1338,433,es,Belmopán
1339,433,ru,Бельмопан
1340,433,ka,ბელმოპანი
1346,435,original,Ottawa
1347,435,en,Ottawa
1348,435,es,Ottawa
1349,435,ru,Оттава
1350,435,ka,ოტავა
1351,436,original,Kinshasa
1352,436,en,Kinshasa
1353,436,es,Kinsasa
1354,436,ru,Киншаса
1355,436,ka,კინშასა
1356,437,original,Mbuji-Mayi
1357,437,en,Kasaï-Oriental
1358,437,es,Kasai Oriental
1359,437,ru,Мбужи-Майи
1360,437,ka,აღმოსავლეთ კასაის
1361,438,original,Bangî - Bangui
1362,438,en,Bangui
1363,438,es,Bangui
1364,438,ru,Банги
1365,438,ka,ბანგი
1368,439,es,Brazzaville
1369,439,ru,Браззавиль
1370,439,ka,ბრაზავილი
1371,440,original,Zürich
1372,440,en,Zurich
1373,440,es,Zúrich
1374,440,ru,Цюрих
1429,451,ru,Лоян
1375,440,ka,ციურიხი
1376,441,original,Bern
1377,441,en,Bern
1378,441,es,Berna
1379,441,ru,Берн
1380,441,ka,ბერნი
1386,443,original,Yamoussoukro
1387,443,en,Yamoussoukro
1388,443,es,Yamusukro
1389,443,ru,Ямусукро
1390,443,ka,იამუსუკრო
1391,444,original,Santiago
1392,444,en,Santiago
1393,444,es,Santiago
1394,444,ru,Сантьяго
1395,444,ka,სანტიაგო
1396,445,original,Yaoundé
1397,445,en,Yaoundé
1398,445,es,Yaoundé
1399,445,ru,Яунде
1400,445,ka,იაუნდე
1401,446,original,香港 Hong Kong
1402,446,en,Hong Kong
1403,446,es,Hong Kong
1404,446,ru,Гонконг
1405,446,ka,ჰონგ-კონგი
1406,447,original,九龍 Kowloon
1407,447,en,Kowloon
1408,447,es,Kowloon
1409,447,ru,Цзюлун
1410,447,ka,კოულუნი
1411,448,original,拉萨市 ལྷ་ས།
1412,448,en,Lhasa
1413,448,es,Lhasa
1414,448,ru,Лхаса
1415,448,ka,ლჰასა
1416,449,original,南宁市
1417,449,en,Nanning
1418,449,es,Nanning
1419,449,ru,Наньнин
1420,449,ka,ნანნინი
1421,450,original,桂林市
1422,450,en,Guilin
1423,450,es,Guilin
1424,450,ru,Гуйлинь
1425,450,ka,გუილინი
1426,451,original,洛阳市
1427,451,en,Luoyang
1428,451,es,Luoyang
2261,618,original,Šiauliai
2262,618,en,Šiauliai
2263,618,es,Šiauliai
2264,618,ru,Шяуляй
2265,618,ka,შიაულიაი
2266,619,original,Panevėžys
2267,619,en,Panevėžys
2268,619,es,Panevėžys
2269,619,ru,Паневежис
2270,619,ka,პანევეჟისი
2271,620,original,Luxembourg
2272,620,en,Luxembourg
2273,620,es,Luxemburgo
2274,620,ru,Люксембург
2275,620,ka,ლუქსემბურგი
2276,621,original,Rīga
2277,621,en,Riga
2278,621,es,Riga
2279,621,ru,Рига
2280,621,ka,რიგა
2281,622,original,رأس لانوف
2282,622,en,Ras Lanuf
2283,622,es,Ras Lanuf
2284,622,ru,Рас-эль-Ануф
2285,622,ka,რას-ელ-ანუფი
2299,625,ru,Гадамес
2300,625,ka,ღადამესი
5936,1353,original,Nova Iguaçu
2301,626,original,أوباري
2302,626,en,Awbari
2303,626,es,Awbari
2304,626,ru,Авбари
2305,626,ka,ავბარი
2306,627,original,هون
2307,627,en,Hun
2308,627,es,Hun
2309,627,ru,Хун
2315,628,ka,ღარიანი
2316,629,original,بني وليد
2317,629,en,Bani Walid
2431,652,original,Bamako
2432,652,en,Bamako
2433,652,es,Bamako
2434,652,ru,Бамако
2435,652,ka,ბამაკო
2436,653,original,နေပြည်တော်
2437,653,en,Nay Pyi Taw
2438,653,es,Naipyidó
2439,653,ru,Нейпьидо
2440,653,ka,ნაიფიიდო
2441,654,original,Улан-Батор
2442,654,en,Ulaanbaatar
2443,654,es,Ulán Bator
2444,654,ru,Улан-Батор
2445,654,ka,ულან-ბატორი
2446,655,original,Мөрөн
2447,655,en,Murun
2448,655,es,Mörön
2449,655,ru,Мурэн
2450,655,ka,მურენი
2451,656,original,Улаанбаатар
2452,656,en,Ulaanbaatar
2453,656,es,Ulán Bator
2454,656,ru,Улан-Батор
1430,451,ka,ლოიანი
1431,452,original,广州市
1432,452,en,Guangzhou
1433,452,es,Cantón
1434,452,ru,Гуанчжоу
1435,452,ka,გუანჯოუ
1436,453,original,深圳市
1437,453,en,Shenzhen
1438,453,es,Shenzhen
1439,453,ru,Шэньчжэнь
1440,453,ka,შენჯენი
1441,454,original,湘潭市
1442,454,en,Xiangtan
1443,454,es,Xiangtan
1444,454,ru,Сянтань
1445,454,ka,სიანტანი
1446,455,original,长沙市
1447,455,en,Changsha
1448,455,es,Changsha
1449,455,ru,Чанша
1450,455,ka,ჩანშა
1451,456,original,武汉市
1452,456,en,Wuhan
1453,456,es,Wuhan
1454,456,ru,Ухань
1455,456,ka,უხანი
1456,457,original,南京市
1457,457,en,Nanjing
1458,457,es,Nankín
1459,457,ru,Нанкин
1460,457,ka,ნანკინი
1461,458,original,盐城市
1462,458,en,Yancheng
1463,458,es,Yancheng
1464,458,ru,Яньчэн
1465,458,ka,იენჩენგი
1466,459,original,登封市
1467,459,en,Dengfeng
1468,459,es,Dengfeng
1469,459,ru,Дэнфэн
1470,459,ka,დენგფენგი
1471,460,original,开封市
1472,460,en,Kaifeng
1473,460,es,Kaifeng
1474,460,ru,Кайфын
1475,460,ka,კაიფინი
1476,461,original,天津市
1477,461,en,Tianjin
1478,461,es,Tianjin
1479,461,ru,Тяньцзинь
1480,461,ka,ტიანძინი
1481,462,original,北京市
1482,462,en,Beijing
1483,462,es,Pekín
1484,462,ru,Пекин
1485,462,ka,პეკინი
1486,463,original,哈尔滨市
1487,463,en,Harbin
1488,463,es,Harbin
1489,463,ru,Харбин
1490,463,ka,ხარბინი
1491,464,original,Bogotá
1492,464,en,Bogota
1493,464,es,Bogotá
1494,464,ru,Богота
1495,464,ka,ბოგოტა
1496,465,original,Sincelejo
1497,465,en,Sincelejo
1498,465,es,Sincelejo
1499,465,ru,Синселехо
1500,465,ka,სინსელეხო
1501,466,original,San José
1502,466,en,San José
1503,466,es,San José
1504,466,ru,Сан-Хосе
1505,466,ka,სან-ხოსე
1506,467,original,La Habana
1507,467,en,Havana
1508,467,es,La Habana
1509,467,ru,Гавана
1510,467,ka,ჰავანა
1511,468,original,Praia
1512,468,en,Praia
1513,468,es,Praia
1514,468,ru,Прая
1515,468,ka,პრაია
1516,469,original,Δήμος Λευκωσίας
1517,469,en,Nicosia Municipality
1518,469,es,Municipio de Nicosia
1519,469,ru,Никосия
1520,469,ka,ნიქოზია
1521,470,original,Λευκωσία - Lefkoşa
1522,470,en,Nicosia
1523,470,es,Nicosia
1524,470,ru,Никосия
1525,470,ka,ნიქოზია
1526,471,original,Praha
1527,471,en,Prague
1528,471,es,Praga
1529,471,ru,Прага
1530,471,ka,პრაღა
1531,472,original,Augsburg
1532,472,en,Augsburg
1533,472,es,Augsburgo
1534,472,ru,Аугсбург
1535,472,ka,აუგსბურგი
1536,473,original,Nürnberg
1537,473,en,Nuremberg
1538,473,es,Núremberg
1539,473,ru,Нюрнберг
1540,473,ka,ნიურნბერგი
1541,474,original,Köln
1542,474,en,Cologne
1543,474,es,Colonia
1544,474,ru,Кёльн
1545,474,ka,კელნი
1546,475,original,Hannover
1547,475,en,Hanover
1548,475,es,Hanóver
1549,475,ru,Ганновер
1550,475,ka,ჰანოვერი
1551,476,original,Berlin
1552,476,en,Berlin
1553,476,es,Berlín
1554,476,ru,Берлин
1555,476,ka,ბერლინი
1556,477,original,Freiburg im Breisgau
1557,477,en,Freiburg im Breisgau
1558,477,es,Friburgo de Brisgovia
1559,477,ru,Фрайбург-в-Брайсгау
1560,477,ka,ფრაიბურგი
1581,482,original,Hamburg
1582,482,en,Hamburg
1583,482,es,Hamburgo
1584,482,ru,Гамбург
1585,482,ka,ჰამბურგი
1586,483,original,München
1587,483,en,Munich
1588,483,es,Múnich
1589,483,ru,Мюнхен
1590,483,ka,მიუნხენი
1596,485,original,Djibouti جيبوتي
1597,485,en,Djibouti
1598,485,es,Yibuti
1599,485,ru,Джибути
1600,485,ka,ჯიბუტი
1601,486,original,København
1602,486,en,Copenhagen
1603,486,es,Copenhague
1604,486,ru,Копенгаген
1605,486,ka,კოპენჰაგენი
1606,487,original,Alger
1607,487,en,Algiers
1608,487,es,Argel
1609,487,ru,Алжир
1610,487,ka,მარკეტი
1611,488,original,Quito
1612,488,en,Quito
1613,488,es,Quito
1614,488,ru,Кито
1615,488,ka,კიტო
1616,489,original,Tallinn
1617,489,en,Tallinn
1618,489,es,Tallin
1619,489,ru,Таллинн
1620,489,ka,ტალინი
1626,491,original,القاهرة
1627,491,en,Cairo
1628,491,es,El Cairo
1629,491,ru,Каир
1630,491,ka,კაირო
1631,492,original,الطور
1632,492,en,At Tur
1633,492,es,At Tur
1634,492,ru,Эль Тур
1635,492,ka,ელ-ტური
1641,494,original,ኣስመራ Asmara أسمرة
1642,494,en,Asmara
1643,494,es,Asmara
1644,494,ru,Асмэра
1645,494,ka,ასმერა
1646,495,original,A Coruña
1647,495,en,A Coruña
1648,495,es,La Coruña
1649,495,ru,A-Корунья
1650,495,ka,ა-კორუნია
1651,496,original,Madrid
1652,496,en,Madrid
1653,496,es,Madrid
1654,496,ru,Мадрид
1655,496,ka,მადრიდი
1656,497,original,València
1657,497,en,Valencia
1658,497,es,Valencia
1659,497,ru,Валенсия
1660,497,ka,ვალენსია
1661,498,original,Teruel
1662,498,en,Teruel
1663,498,es,Teruel
1664,498,ru,Теруэль
1665,498,ka,ტერუელი
1666,499,original,Vitoria-Gasteiz
1667,499,en,Vitoria-Gasteiz
1668,499,es,Vitoria
1669,499,ru,Витория
1670,499,ka,ვიტორია
1671,500,original,Pamplona/Iruña
1672,500,en,Pamplona
1673,500,es,Pamplona
1674,500,ru,Памплона
1675,500,ka,პამპლონა
1676,501,original,አዳማ
1677,501,en,Adama
1678,501,es,Adama
1679,501,ru,Адама
1680,501,ka,ადამა
1681,502,original,አዳማ / Adama
1682,502,en,Adama
1683,502,es,Adama
1684,502,ru,Адама
1685,502,ka,ადამა
1686,503,original,አዲስ አበባ / Addis Ababa
1687,503,en,Addis Ababa
1688,503,es,Adís Abeba
1689,503,ru,Аддис-Абеба
1690,503,ka,ადის-აბება
1691,504,original,ሐረር / Harar
1692,504,en,Harar
1693,504,es,Harrar
1694,504,ru,Харэр
1695,504,ka,ჰარარი
1696,505,original,ባሕር-ዳር /Bahir Dar
1697,505,en,Bahir Dar
1698,505,es,Bahir Dar
1699,505,ru,Бахр-Дар
1700,505,ka,ბაჰრ-დარი
1701,506,original,Helsinki
1702,506,en,Helsinki
1703,506,es,Helsinki
1704,506,ru,Хельсинки
1705,506,ka,ჰელსინკი
1706,507,original,Suva
1707,507,en,Suva
1708,507,es,Suva
1709,507,ru,Сува
1710,507,ka,სუვა
1711,508,original,Saint-Denis
1712,508,en,Saint-Denis
1713,508,es,Saint-Denis
1714,508,ru,Сен-Дени
1715,508,ka,სენ-დენი
1716,509,original,Paris
1717,509,en,Paris
1718,509,es,París
1719,509,ru,Париж
1720,509,ka,პარიზი
1721,510,original,Libreville
1722,510,en,Libreville
1723,510,es,Libreville
1724,510,ru,Либревиль
1725,510,ka,ლიბრევილი
1726,511,original,Bath
1727,511,en,Bath
1728,511,es,Bath
1729,511,ru,Бат
1730,511,ka,ბათი
1731,512,original,Southampton
1732,512,en,Southampton
1733,512,es,Southampton
1734,512,ru,Саутгемптон
1735,512,ka,საუთჰემპტონი
1736,513,original,London
1737,513,en,London
1738,513,es,Londres
1739,513,ru,Лондон
1740,513,ka,ლონდონი
1741,514,original,Birmingham
1742,514,en,Birmingham
1743,514,es,Birmingham
1744,514,ru,Бирмингем
1745,514,ka,ბირმინგემი
1746,515,original,Belfast
1747,515,en,Belfast
1748,515,es,Belfast
1749,515,ru,Белфаст
1750,515,ka,ბელფასტი
1751,516,original,Cardiff
1752,516,en,Cardiff
1753,516,es,Cardiff
1754,516,ru,Кардифф
1755,516,ka,კარდიფი
1761,518,original,Brighton
1762,518,en,Brighton
1763,518,es,Brighton
1764,518,ru,Брайтон
1765,518,ka,ბრაიტონი
1766,519,original,Oxford
1767,519,en,Oxford
1768,519,es,Oxford
1769,519,ru,Оксфорд
1770,519,ka,ოქსფორდი
1781,522,original,Glasgow
1782,522,en,Glasgow
1783,522,es,Glasgow
1784,522,ru,Глазго
1785,522,ka,გლაზგო
1786,523,original,Manchester
1787,523,en,Manchester
1788,523,es,Mánchester
1789,523,ru,Манчестер
1790,523,ka,მანჩესტერი
1791,524,original,Leeds
1792,524,en,Leeds
1793,524,es,Leeds
1794,524,ru,Лидс
1795,524,ka,ლიდზი
1796,525,original,ბათუმი
1797,525,en,Batumi
1798,525,es,Batumi
1799,525,ru,Батуми
1800,525,ka,ბათუმი
1801,526,original,რუსთავი
1802,526,en,Rustavi
1803,526,es,Rustavi
1804,526,ru,Рустави
1806,527,original,Аҟəа - Сухум
1807,527,en,Sukhum
1808,527,es,Sujumi
2291,624,original,غات
2292,624,en,Ghat
2293,624,es,Ghat
2294,624,ru,Гат
2295,624,ka,ღათი
2296,625,original,غدامس
2297,625,en,Ghadames
2298,625,es,Gadamés
2310,627,ka,ჰუნი
2311,628,original,غريان
2312,628,en,Gharyan
2313,628,es,Garian
2314,628,ru,Гарьян
5937,1353,en,New Iguaçu
2318,629,es,Bani Walid
2319,629,ru,Бени-Валид
2320,629,ka,ბანი-ვალიდი
2326,631,original,ترهونة
2327,631,en,Tarhuna
2328,631,es,Tarhuna
2329,631,ru,Тархуна
2330,631,ka,ტარჰუანა
2331,632,original,إجدابيا
2332,632,en,Ajdabiya
2333,632,es,Ajdabiya
2334,632,ru,Адждабия
2335,632,ka,აჯდაბია
2336,633,original,المرج
2337,633,en,Marj
2338,633,es,Al Marj
2339,633,ru,Эль-Мардж
2340,633,ka,ელ-მარჯი
2341,634,original,Rabat ⵔⴱⴰⵟ الرباط
2342,634,en,Rabat
2343,634,es,Rabat
2344,634,ru,Рабат
2345,634,ka,რაბატი
2346,635,original,Laâyoune ⵍⵄⵢⵓⵏ العيون
2347,635,en,Laayoune
2348,635,es,El Aaiún
2349,635,ru,Эль-Аюн
2350,635,ka,ელ-აიუნი
2356,637,original,Fès ⴼⴰⵙ فاس
2357,637,en,Fez
2358,637,es,Fez
2359,637,ru,Фес
2360,637,ka,ფესი
2361,638,original,Monaco
2362,638,en,Monaco
2363,638,es,Mónaco
2364,638,ru,Монако
2365,638,ka,მონაკო
2371,640,original,Chișinău
2372,640,en,Chișinau
2373,640,es,Chisinau
2374,640,ru,Кишинёв
2375,640,ka,კიშინიოვი
2381,642,original,Тирасполь
2382,642,en,Tiraspol
2383,642,es,Tiráspol
2384,642,ru,Тирасполь
2385,642,ka,ტირასპოლი
2386,643,original,Bar
2387,643,en,Bar
2388,643,es,Bar
2389,643,ru,Бар
2390,643,ka,ბარი
2391,644,original,Podgorica
2392,644,en,Podgorica
2393,644,es,Podgorica
2394,644,ru,Подгорица
2395,644,ka,პოდგორიცა
2401,646,original,Cetinje
2402,646,en,Cetinje
2403,646,es,Cetiña
2404,646,ru,Цетине
2405,646,ka,ცეტინიე
2411,648,original,Antananarivo
2412,648,en,Antananarivo
2413,648,es,Antananarivo
2414,648,ru,Антананариву
2415,648,ka,ანტანანარივუ
2416,649,original,Mājro
2417,649,en,Majuro
2418,649,es,Majuro
2419,649,ru,Маджуро
1805,526,ka,რუსთავი
1809,527,ru,Сухум
1810,527,ka,სოხუმი
1811,528,original,ქუთაისი
1812,528,en,Kutaisi
1813,528,es,Kutaisi
1814,528,ru,Кутаиси
1815,528,ka,ქუთაისი
1816,529,original,Цхинвал
1817,529,en,Tskhinvali
1818,529,es,Tsjinvali
1819,529,ru,Цхинвал
1820,529,ka,ცხინვალი
1821,530,original,თელავი
1822,530,en,Telavi
1823,530,es,Telavi
1824,530,ru,Телави
1825,530,ka,თელავი
1831,532,original,ფოთი
1832,532,en,Poti
1833,532,es,Poti
1834,532,ru,Поти
1835,532,ka,ფოთი
1836,533,original,გორი
1837,533,en,Gori
1838,533,es,Gori
1839,533,ru,Гори
1840,533,ka,გორი
1841,534,original,თბილისი
1845,534,ka,თბილისი
1846,535,original,ზუგდიდი
1847,535,en,Zugdidi
1848,535,es,Zugdidi
1849,535,ru,Зугдиди
1850,535,ka,ზუგდიდი
1876,541,original,Accra
1877,541,en,Accra
1878,541,es,Acra
1879,541,ru,Аккра
1880,541,ka,აკრა
1881,542,original,Nuuk
1882,542,en,Nuuk
1883,542,es,Nuuk
1884,542,ru,Нуук
1885,542,ka,ნუუკი
1886,543,original,Conakry
1887,543,en,Conakry
1888,543,es,Conakri
1889,543,ru,Конакри
1890,543,ka,კონაკრი
1891,544,original,Malabo
1892,544,en,Malabo
1893,544,es,Malabo
1894,544,ru,Малабо
1895,544,ka,მალაბო
1896,545,original,Ιωάννινα
1897,545,en,Ioannina
1898,545,es,Ioánina
1899,545,ru,Янина
1900,545,ka,იანინა
1901,546,original,Αθήνα
1902,546,en,Athens
1903,546,es,Atenas
1904,546,ru,Афины
1905,546,ka,ათენი
1906,547,original,Ciudad de Guatemala
1907,547,en,Guatemala City
1908,547,es,Ciudad de Guatemala
1909,547,ru,Гватемала
1910,547,ka,გვატემალა
1916,549,original,Bissau
1917,549,en,Bissau
1918,549,es,Bisáu
1919,549,ru,Бисау
1920,549,ka,ბისაუ
1921,550,original,Georgetown
1922,550,en,Georgetown
1923,550,es,Georgetown
1924,550,ru,Джорджтаун
1925,550,ka,ჯორჯტაუნი
1926,551,original,Split
1927,551,en,Split
1928,551,es,Split
1929,551,ru,Сплит
1930,551,ka,სპლიტი
1931,552,original,Osijek
1932,552,en,Osijek
1933,552,es,Osijek
1934,552,ru,Осиек
1935,552,ka,ოსიეკი
1843,534,es,Tiflis
1844,534,ru,Тбилиси
1941,554,original,Zagreb
1942,554,en,Zagreb
1943,554,es,Zagreb
1944,554,ru,Загреб
1945,554,ka,ზაგრები
1946,555,original,Slavonski Brod
1947,555,en,Slavonski Brod
1948,555,es,Slavonski Brod
1949,555,ru,Славонски-Брод
1950,555,ka,სლავონსკი-ბროდი
1956,557,original,Port-au-Prince
1957,557,en,Port-au-Prince
1958,557,es,Puerto Príncipe
1959,557,ru,Порт-о-Пренс
1960,557,ka,პორტ-ო-პრენსი
1961,558,original,Budapest
1962,558,en,Budapest
1963,558,es,Budapest
1964,558,ru,Будапешт
1965,558,ka,ბუდაპეშტი
1966,559,original,Jakarta
1967,559,en,Jakarta
1968,559,es,Yakarta
1969,559,ru,Джакарта
1970,559,ka,ჯაკარტა
1971,560,original,Jayapura
1972,560,en,Jayapura
1973,560,es,Jayapura
1974,560,ru,Джаяпура
1975,560,ka,ჯაიაპურა
1976,561,original,Cork
1977,561,en,Cork
1978,561,es,Cork
1979,561,ru,Корк
1980,561,ka,კორკი
1981,562,original,Limerick
1982,562,en,Limerick
1983,562,es,Limerick
1984,562,ru,Лимерик
1985,562,ka,ლიმერიკი
1986,563,original,Cathair na Gaillimhe
1987,563,en,Galway
1988,563,es,Galway
1989,563,ru,Голуэй
1990,563,ka,გოლუეი
1991,564,original,Waterford
1992,564,en,Waterford
1993,564,es,Waterford
1994,564,ru,Уотерфорд
1995,564,ka,უოტერფორდი
1996,565,original,Dublin
1997,565,en,Dublin
1998,565,es,Dublín
1999,565,ru,Дублин
2000,565,ka,დუბლინი
2011,568,original,ירושלים
2012,568,en,Jerusalem
2013,568,es,Jerusalén
2014,568,ru,Иерусалим
2015,568,ka,იერუსალიმი
2016,569,original,ירושלים | القدس
2017,569,en,Jerusalem
2018,569,es,Jerusalén
2019,569,ru,Иерусалим
2020,569,ka,იერუსალიმი
2026,571,original,New Delhi
2027,571,en,New Delhi
2028,571,es,Nueva Delhi
2029,571,ru,Нью-Дели
2030,571,ka,ნიუ-დელი
2031,572,original,بغداد
2032,572,en,Baghdad
2033,572,es,Bagdad
2034,572,ru,Багдад
2035,572,ka,ბაღდადი
2036,573,original,كربلاء
2037,573,en,Karbala
2038,573,es,Karbalá
2039,573,ru,Кербела
2040,573,ka,ქარბალა
2046,575,original,شهر یزد
2047,575,en,Yazd
2048,575,es,Yazd
2049,575,ru,Йезд
2050,575,ka,იეზდი
2051,576,original,شهر اراک
